"","athlete","team","avg_pts","exp_pts","n","event_id","task"
"32950","Isabelle Thiboutot","QC (Boisvert)","3.0968","2.9068","93",126,"DRAW"
"32951","Samantha Fisher","BC (Brown)","2.8471","2.9606","85",126,"DRAW"
"32952","Rebecca Cormier","MB (Burtnyk)","3.3462","2.9215","78",126,"DRAW"
"32953","Kristin Clarke","NS (Clarke)","2.4286","2.5894","77",126,"DRAW"
"32954","Krysta Burns","NO (Burns)","2.7027","2.5877","74",126,"DRAW"
"32955","Sadie Pinksen","NU (Pinksen)","1.6986","2.444","73",126,"DRAW"
"32956","Melicia Elizaga","NU (Pinksen)","1.9589","2.8153","73",126,"DRAW"
"32957","Zaria Netro","YT (Meger)","1.8451","2.8098","71",126,"DRAW"
"32958","Emily Lloyd","NS (Clarke)","3.0704","2.9296","71",126,"DRAW"
"32959","Kaitlin MacDonald","NU (Pinksen)","1.9014","2.5913","71",126,"DRAW"
"32960","Sara England","SK (Jones)","2.5714","2.6832","70",126,"DRAW"
"32961","Christianne West","NU (Pinksen)","1.9571","2.5592","70",126,"DRAW"
"32962","Kristen Streifel","AB (Streifel)","2.8841","2.6017","69",126,"DRAW"
"32963","Alyssa Meger","YT (Meger)","1.8676","2.5351","68",126,"DRAW"
"32964","Kaitlyn Jones","SK (Jones)","2.6324","2.5501","68",126,"DRAW"
"32965","Rachel O'Connor","PE (Lenentine)","3.1493","2.8846","67",126,"DRAW"
"32966","Samantha Crook","NB (Crook)","3.0299","2.6345","67",126,"DRAW"
"32967","Lauren Lenentine","PE (Lenentine)","2.5397","2.4958","63",126,"DRAW"
"32968","Émilia Gagné","QC (Boisvert)","2.7778","2.6383","63",126,"DRAW"
"32969","Katherine Lenoir","NT (Walsh)","2.1270","2.8655","63",126,"DRAW"
"32970","Hailey Armstrong","ON (Armstrong)","3.0806","2.6243","62",126,"DRAW"
"32971","Marika Van Osch","BC (Brown)","2.8065","2.7109","62",126,"DRAW"
"32972","Megan Smith","NO (Burns)","2.5000","2.7303","62",126,"DRAW"
"32973","Kate Goodhelpsen","AB (Streifel)","2.6557","2.6734","61",126,"DRAW"
"32974","Emily Matthews","YT (Meger)","2.1333","2.5872","60",126,"DRAW"
"32975","Danielle Hubbard","NB (Crook)","2.4000","2.6332","60",126,"DRAW"
"32976","Zoey Walsh","NT (Walsh)","2.0000","2.5309","60",126,"DRAW"
"32977","Laura Burtnyk","MB (Burtnyk)","3.0508","2.612","59",126,"DRAW"
"32978","Peyton L'Henaff","YT (Meger)","1.4915","2.5624","59",126,"DRAW"
"32979","Laura Guénard","QC (Boisvert)","2.7288","2.6999","59",126,"DRAW"
"32980","Brooke Godsland","NL (Godsland)","2.5172","2.6281","58",126,"DRAW"
"32981","Chantele Broderson","AB (Streifel)","3.1034","2.7466","58",126,"DRAW"
"32982","Megan Kearley","NL (Godsland)","2.3158","2.6562","57",126,"DRAW"
"32983","Corryn Brown","BC (Brown)","2.8571","2.553","56",126,"DRAW"
"32984","Karlee Burgess","NS (Clarke)","2.7818","2.6932","55",126,"DRAW"
"32985","Gabrielle Molloy","NL (Godsland)","2.5370","2.6322","54",126,"DRAW"
"32986","Julia Hunter","NB (Crook)","2.9623","2.7306","53",126,"DRAW"
"32987","Breanne Burgoyne","PE (Lenentine)","2.6415","2.6058","53",126,"DRAW"
"32988","Rayann Zerr","SK (Jones)","2.3462","2.6201","52",126,"DRAW"
"32989","Hailey Ryan","MB (Burtnyk)","2.9608","2.686","51",126,"DRAW"
"32990","Janique LeBlanc","NS (Clarke)","2.5686","2.6318","51",126,"DRAW"
"32991","Kristie Rogers","PE (Lenentine)","2.5882","2.6748","51",126,"DRAW"
"32992","Nicole Griffiths","NT (Walsh)","1.6531","2.6037","49",126,"DRAW"
"32993","Lindsay Dubue","ON (Armstrong)","2.7917","2.6208","48",126,"DRAW"
"32994","Sara Oliver","MB (Burtnyk)","3.3696","2.5979","46",126,"DRAW"
"32995","Grace Holyoke","ON (Armstrong)","3.1087","2.6889","46",126,"DRAW"
"32996","Sara Guy","NO (Burns)","2.9773","2.6412","44",126,"DRAW"
"32997","Camille Boisvert","QC (Boisvert)","2.6047","2.6123","43",126,"DRAW"
"32998","Dezaray Hawes","BC (Brown)","2.6905","2.6193","42",126,"DRAW"
"32999","Julie Squires-Rowe","NT (Walsh)","1.7000","2.662","40",126,"DRAW"
"33000","Marie-Pier Dicaire","QC (Boisvert)","1.5000","2.5721","8",126,"DRAW"
"33001","UNKNOWN","PE (Lenentine)","2.6667","2.6194","6",126,"DRAW"
"33002","Julie Squires-Rowe","NT (Walsh)","2.4433","2.9526","97",126,"TAKE-OUT"
"33003","Hailey Armstrong","ON (Armstrong)","3.1868","3.0122","91",126,"TAKE-OUT"
"33004","Sara Guy","NO (Burns)","3.0778","2.9806","90",126,"TAKE-OUT"
"33005","Megan Smith","NO (Burns)","3.0233","3.0045","87",126,"TAKE-OUT"
"33006","Chantele Broderson","AB (Streifel)","3.2000","3.0226","85",126,"TAKE-OUT"
"33007","Karlee Burgess","NS (Clarke)","3.1529","3.0103","85",126,"TAKE-OUT"
"33008","Grace Holyoke","ON (Armstrong)","3.3882","2.9959","85",126,"TAKE-OUT"
"33009","Nicole Griffiths","NT (Walsh)","2.2222","2.9327","81",126,"TAKE-OUT"
"33010","Lindsay Dubue","ON (Armstrong)","3.1358","2.9845","81",126,"TAKE-OUT"
"33011","Kristin Clarke","NS (Clarke)","3.0380","3.0269","79",126,"TAKE-OUT"
"33012","Kristen Streifel","AB (Streifel)","3.2308","3.0247","78",126,"TAKE-OUT"
"33013","Krysta Burns","NO (Burns)","3.1667","2.9853","78",126,"TAKE-OUT"
"33014","Janique LeBlanc","NS (Clarke)","3.0933","2.9768","75",126,"TAKE-OUT"
"33015","Megan Kearley","NL (Godsland)","2.6197","3.0079","71",126,"TAKE-OUT"
"33016","Corryn Brown","BC (Brown)","3.2000","3.0168","70",126,"TAKE-OUT"
"33017","Laura Guénard","QC (Boisvert)","3.0294","3.0063","68",126,"TAKE-OUT"
"33018","Zoey Walsh","NT (Walsh)","2.3433","2.9169","67",126,"TAKE-OUT"
"33019","Kaitlyn Jones","SK (Jones)","3.2879","3.019","66",126,"TAKE-OUT"
"33020","Kate Goodhelpsen","AB (Streifel)","3.3636","2.9983","66",126,"TAKE-OUT"
"33021","Kristie Rogers","PE (Lenentine)","2.6061","2.9675","66",126,"TAKE-OUT"
"33022","Sara England","SK (Jones)","2.9231","3.0328","65",126,"TAKE-OUT"
"33023","Lauren Lenentine","PE (Lenentine)","2.9063","2.9335","64",126,"TAKE-OUT"
"33024","Sara Oliver","MB (Burtnyk)","3.2063","2.9459","63",126,"TAKE-OUT"
"33025","Rayann Zerr","SK (Jones)","3.0323","3.0204","62",126,"TAKE-OUT"
"33026","Breanne Burgoyne","PE (Lenentine)","3.0645","2.9898","62",126,"TAKE-OUT"
"33027","Brooke Godsland","NL (Godsland)","3.0323","2.9308","62",126,"TAKE-OUT"
"33028","Gabrielle Molloy","NL (Godsland)","2.8548","2.9793","62",126,"TAKE-OUT"
"33029","Samantha Crook","NB (Crook)","2.9032","3.0126","62",126,"TAKE-OUT"
"33030","Émilia Gagné","QC (Boisvert)","2.8667","3.0007","60",126,"TAKE-OUT"
"33031","Camille Boisvert","QC (Boisvert)","3.0833","3.0298","60",126,"TAKE-OUT"
"33032","Danielle Hubbard","NB (Crook)","2.9322","2.9998","59",126,"TAKE-OUT"
"33033","Julia Hunter","NB (Crook)","2.9655","2.9711","58",126,"TAKE-OUT"
"33034","Peyton L'Henaff","YT (Meger)","2.0351","2.8546","57",126,"TAKE-OUT"
"33035","Hailey Ryan","MB (Burtnyk)","3.3333","3.0231","57",126,"TAKE-OUT"
"33036","Katherine Lenoir","NT (Walsh)","2.1579","2.8622","57",126,"TAKE-OUT"
"33037","Marika Van Osch","BC (Brown)","3.3750","2.9778","56",126,"TAKE-OUT"
"33038","Dezaray Hawes","BC (Brown)","3.1091","2.978","55",126,"TAKE-OUT"
"33039","Emily Matthews","YT (Meger)","2.0377","2.8693","53",126,"TAKE-OUT"
"33040","Laura Burtnyk","MB (Burtnyk)","3.0612","2.9573","49",126,"TAKE-OUT"
"33041","Marcia Richardson","ON (Armstrong)","3.0000","2.9276","45",126,"TAKE-OUT"
"33042","Laura Masters","NO (Burns)","3.3333","2.9131","45",126,"TAKE-OUT"
"33043","Christianne West","NU (Pinksen)","2.2273","2.9285","44",126,"TAKE-OUT"
"33044","Brenna Bilassy","AB (Streifel)","3.3409","2.9687","44",126,"TAKE-OUT"
"33045","Rachel O'Connor","PE (Lenentine)","2.4651","2.8942","43",126,"TAKE-OUT"
"33046","Alyssa Meger","YT (Meger)","2.0465","2.8019","43",126,"TAKE-OUT"
"33047","Kaitlin MacDonald","NU (Pinksen)","2.6190","2.8942","42",126,"TAKE-OUT"
"33048","Michelle Taylor","NL (Godsland)","2.7250","2.9486","40",126,"TAKE-OUT"
"33049","Shantel Hutton","SK (Jones)","3.0270","2.9344","37",126,"TAKE-OUT"
"33050","Isabelle Thiboutot","QC (Boisvert)","3.1111","2.9344","36",126,"TAKE-OUT"
"33051","Sadie Pinksen","NU (Pinksen)","2.2941","2.8965","34",126,"TAKE-OUT"
"33052","Emily Lloyd","NS (Clarke)","3.0000","2.8283","27",126,"TAKE-OUT"
"33053","Samantha Fisher","BC (Brown)","3.6154","2.9007","26",126,"TAKE-OUT"
"33054","Kayla Russell","NB (Crook)","3.3200","2.9427","25",126,"TAKE-OUT"
"33055","Rebecca Cormier","MB (Burtnyk)","2.6250","2.8417","24",126,"TAKE-OUT"
"33056","Zaria Netro","YT (Meger)","2.7222","2.8526","18",126,"TAKE-OUT"
"33057","Melicia Elizaga","NU (Pinksen)","1.1667","2.8659","12",126,"TAKE-OUT"
"33058","UNKNOWN","PE (Lenentine)","3.2500","3.028","8",126,"TAKE-OUT"
"33059","Marie-Pier Dicaire","QC (Boisvert)","2.2857","3.0548","7",126,"TAKE-OUT"
"33060","Emily Lloyd","NS (Clarke)","3.3448","3.312","87",126,"FRONT"
"33061","Rachel O'Connor","PE (Lenentine)","3.2698","3.2912","63",126,"FRONT"
"33062","Melicia Elizaga","NU (Pinksen)","2.1774","3.2723","62",126,"FRONT"
"33063","Brenna Bilassy","AB (Streifel)","3.4259","3.3103","54",126,"FRONT"
"33064","Zaria Netro","YT (Meger)","2.5556","3.2616","54",126,"FRONT"
"33065","Samantha Fisher","BC (Brown)","3.6981","3.3093","53",126,"FRONT"
"33066","Kayla Russell","NB (Crook)","3.5882","3.3067","51",126,"FRONT"
"33067","Isabelle Thiboutot","QC (Boisvert)","3.1961","3.3076","51",126,"FRONT"
"33068","Shantel Hutton","SK (Jones)","3.5250","3.3081","40",126,"FRONT"
"33069","Rebecca Cormier","MB (Burtnyk)","3.4474","3.2955","38",126,"FRONT"
"33070","Katherine Lenoir","NT (Walsh)","2.4737","3.2651","38",126,"FRONT"
"33071","Laura Masters","NO (Burns)","3.6875","3.3295","32",126,"FRONT"
"33072","Michelle Taylor","NL (Godsland)","2.8929","3.2998","28",126,"FRONT"
"33073","Marcia Richardson","ON (Armstrong)","2.5238","3.2889","21",126,"FRONT"
"33074","Breanne Burgoyne","PE (Lenentine)","3.4167","3.3389","12",126,"FRONT"
"33075","Kate Goodhelpsen","AB (Streifel)","3.7273","3.3765","11",126,"FRONT"
"33076","Dezaray Hawes","BC (Brown)","3.8182","3.4059","11",126,"FRONT"
"33077","Peyton L'Henaff","YT (Meger)","2.1000","3.2181","10",126,"FRONT"
"33078","Janique LeBlanc","NS (Clarke)","3.5000","3.4058","10",126,"FRONT"
"33079","Chantele Broderson","AB (Streifel)","3.8750","3.3862","8",126,"FRONT"
"33080","Rayann Zerr","SK (Jones)","3.6250","3.2955","8",126,"FRONT"
"33081","Sara Guy","NO (Burns)","4.0000","3.4633","7",126,"FRONT"
"33082","Emily Matthews","YT (Meger)","1.3333","3.0324","6",126,"FRONT"
"33083","Émilia Gagné","QC (Boisvert)","3.3333","3.3775","6",126,"FRONT"
"33084","Gabrielle Molloy","NL (Godsland)","3.8000","3.3963","5",126,"FRONT"
"33085","Grace Holyoke","ON (Armstrong)","3.8000","3.248","5",126,"FRONT"
"33086","Danielle Hubbard","NB (Crook)","4.0000","3.371","5",126,"FRONT"
"33087","Julia Hunter","NB (Crook)","4.0000","3.435","4",126,"FRONT"
"33088","Karlee Burgess","NS (Clarke)","3.0000","3.4922","4",126,"FRONT"
"33089","Sara Oliver","MB (Burtnyk)","4.0000","3.3375","3",126,"FRONT"
"33090","Marika Van Osch","BC (Brown)","3.3333","3.2867","3",126,"FRONT"
"33091","Lindsay Dubue","ON (Armstrong)","3.0000","3.3016","3",126,"FRONT"
"33092","Nicole Griffiths","NT (Walsh)","3.0000","3.1631","3",126,"FRONT"
"33093","Laura Guénard","QC (Boisvert)","4.0000","3.3293","3",126,"FRONT"
"33094","Sara England","SK (Jones)","3.6667","3.3398","3",126,"FRONT"
"33095","Kristen Streifel","AB (Streifel)","4.0000","3.43","3",126,"FRONT"
"33096","Laura Burtnyk","MB (Burtnyk)","2.5000","3.3332","2",126,"FRONT"
"33097","Hailey Ryan","MB (Burtnyk)","4.0000","3.4182","2",126,"FRONT"
"33098","Kaitlin MacDonald","NU (Pinksen)","4.0000","3.1753","2",126,"FRONT"
"33099","Lauren Lenentine","PE (Lenentine)","4.0000","3.0859","2",126,"FRONT"
"33100","Kristie Rogers","PE (Lenentine)","3.5000","3.2433","2",126,"FRONT"
"33101","Kaitlyn Jones","SK (Jones)","4.0000","3.0797","1",126,"FRONT"
"33102","UNKNOWN","PE (Lenentine)","4.0000","3.5063","1",126,"FRONT"
"33103","Corryn Brown","BC (Brown)","4.0000","3.4142","1",126,"FRONT"
"33104","Grace Holyoke","ON (Armstrong)","3.0000","2.8909","29",126,"HIT-ROLL"
"33105","Kate Goodhelpsen","AB (Streifel)","2.8148","2.8397","27",126,"HIT-ROLL"
"33106","Lindsay Dubue","ON (Armstrong)","3.0741","2.8096","27",126,"HIT-ROLL"
"33107","Karlee Burgess","NS (Clarke)","2.8519","2.8717","27",126,"HIT-ROLL"
"33108","Kristie Rogers","PE (Lenentine)","2.7692","2.8621","26",126,"HIT-ROLL"
"33109","Kristen Streifel","AB (Streifel)","3.1154","2.8587","26",126,"HIT-ROLL"
"33110","Chantele Broderson","AB (Streifel)","3.1250","2.9105","24",126,"HIT-ROLL"
"33111","Marika Van Osch","BC (Brown)","2.5000","2.8593","22",126,"HIT-ROLL"
"33112","Breanne Burgoyne","PE (Lenentine)","2.4091","2.8125","22",126,"HIT-ROLL"
"33113","Dezaray Hawes","BC (Brown)","2.5238","2.8205","21",126,"HIT-ROLL"
"33114","Corryn Brown","BC (Brown)","3.1905","2.8476","21",126,"HIT-ROLL"
"33115","Kaitlin MacDonald","NU (Pinksen)","1.9000","2.7733","20",126,"HIT-ROLL"
"33116","Janique LeBlanc","NS (Clarke)","3.2105","2.8131","19",126,"HIT-ROLL"
"33117","Rayann Zerr","SK (Jones)","2.8889","2.7943","18",126,"HIT-ROLL"
"33118","Lauren Lenentine","PE (Lenentine)","2.7778","2.8592","18",126,"HIT-ROLL"
"33119","Alyssa Meger","YT (Meger)","2.8824","2.7408","17",126,"HIT-ROLL"
"33120","Kristin Clarke","NS (Clarke)","3.4118","2.8316","17",126,"HIT-ROLL"
"33121","Brooke Godsland","NL (Godsland)","2.4706","2.7531","17",126,"HIT-ROLL"
"33122","Danielle Hubbard","NB (Crook)","2.6250","2.8073","16",126,"HIT-ROLL"
"33123","Sara Guy","NO (Burns)","3.2000","2.8727","15",126,"HIT-ROLL"
"33124","Émilia Gagné","QC (Boisvert)","3.2667","2.8749","15",126,"HIT-ROLL"
"33125","Laura Guénard","QC (Boisvert)","2.5333","2.8514","15",126,"HIT-ROLL"
"33126","Megan Smith","NO (Burns)","3.1333","2.8599","15",126,"HIT-ROLL"
"33127","Krysta Burns","NO (Burns)","2.8000","2.8652","15",126,"HIT-ROLL"
"33128","Hailey Ryan","MB (Burtnyk)","2.2857","2.8555","14",126,"HIT-ROLL"
"33129","Laura Burtnyk","MB (Burtnyk)","2.9286","2.8893","14",126,"HIT-ROLL"
"33130","Peyton L'Henaff","YT (Meger)","2.1429","2.7048","14",126,"HIT-ROLL"
"33131","Julia Hunter","NB (Crook)","2.6429","2.8673","14",126,"HIT-ROLL"
"33132","Christianne West","NU (Pinksen)","2.2143","2.7908","14",126,"HIT-ROLL"
"33133","Samantha Fisher","BC (Brown)","2.9231","2.8793","13",126,"HIT-ROLL"
"33134","Samantha Crook","NB (Crook)","2.9231","2.8407","13",126,"HIT-ROLL"
"33135","Gabrielle Molloy","NL (Godsland)","1.8462","2.8031","13",126,"HIT-ROLL"
"33136","Hailey Armstrong","ON (Armstrong)","3.6154","2.7813","13",126,"HIT-ROLL"
"33137","Emily Matthews","YT (Meger)","2.0833","2.8024","12",126,"HIT-ROLL"
"33138","Megan Kearley","NL (Godsland)","3.6364","2.9438","11",126,"HIT-ROLL"
"33139","Sara Oliver","MB (Burtnyk)","2.9091","2.7967","11",126,"HIT-ROLL"
"33140","Sadie Pinksen","NU (Pinksen)","2.2727","2.7096","11",126,"HIT-ROLL"
"33141","Julie Squires-Rowe","NT (Walsh)","2.1000","2.8723","10",126,"HIT-ROLL"
"33142","Sara England","SK (Jones)","3.0000","2.8997","9",126,"HIT-ROLL"
"33143","Emily Lloyd","NS (Clarke)","3.0000","2.7697","9",126,"HIT-ROLL"
"33144","Kaitlyn Jones","SK (Jones)","3.6250","2.9319","8",126,"HIT-ROLL"
"33145","Nicole Griffiths","NT (Walsh)","2.1250","2.7775","8",126,"HIT-ROLL"
"33146","Zoey Walsh","NT (Walsh)","1.0000","2.6821","8",126,"HIT-ROLL"
"33147","Laura Masters","NO (Burns)","2.7143","2.8947","7",126,"HIT-ROLL"
"33148","Rachel O'Connor","PE (Lenentine)","3.1429","2.8306","7",126,"HIT-ROLL"
"33149","Marcia Richardson","ON (Armstrong)","3.0000","2.9609","6",126,"HIT-ROLL"
"33150","Camille Boisvert","QC (Boisvert)","3.5000","2.6938","6",126,"HIT-ROLL"
"33151","Brenna Bilassy","AB (Streifel)","3.5000","2.7775","6",126,"HIT-ROLL"
"33152","Shantel Hutton","SK (Jones)","3.3333","2.8757","6",126,"HIT-ROLL"
"33153","Kayla Russell","NB (Crook)","2.8000","2.7702","5",126,"HIT-ROLL"
"33154","Zaria Netro","YT (Meger)","1.7500","2.758","4",126,"HIT-ROLL"
"33155","Rebecca Cormier","MB (Burtnyk)","2.0000","2.795","3",126,"HIT-ROLL"
"33156","UNKNOWN","PE (Lenentine)","2.3333","2.8274","3",126,"HIT-ROLL"
"33157","Marie-Pier Dicaire","QC (Boisvert)","2.6667","2.7527","3",126,"HIT-ROLL"
"33158","Isabelle Thiboutot","QC (Boisvert)","3.0000","2.7845","2",126,"HIT-ROLL"
"33159","Katherine Lenoir","NT (Walsh)","2.5000","2.8316","2",126,"HIT-ROLL"
"33160","Michelle Taylor","NL (Godsland)","3.5000","2.8419","2",126,"HIT-ROLL"
"33161","Melicia Elizaga","NU (Pinksen)","3.0000","2.7525","2",126,"HIT-ROLL"
"33162","Chantele Broderson","AB (Streifel)","3.4583","3.2285","24",126,"GUARD"
"33163","Kate Goodhelpsen","AB (Streifel)","3.7778","3.1946","18",126,"GUARD"
"33164","Julia Hunter","NB (Crook)","3.1667","3.1095","18",126,"GUARD"
"33165","Samantha Crook","NB (Crook)","3.1875","3.1816","16",126,"GUARD"
"33166","Laura Guénard","QC (Boisvert)","3.1875","3.2183","16",126,"GUARD"
"33167","Kristin Clarke","NS (Clarke)","3.2000","3.2824","15",126,"GUARD"
"33168","Kristen Streifel","AB (Streifel)","3.0000","3.2487","15",126,"GUARD"
"33169","Camille Boisvert","QC (Boisvert)","2.6429","3.2127","14",126,"GUARD"
"33170","Karlee Burgess","NS (Clarke)","3.7143","3.3241","14",126,"GUARD"
"33171","Émilia Gagné","QC (Boisvert)","2.7143","3.208","14",126,"GUARD"
"33172","Breanne Burgoyne","PE (Lenentine)","2.6923","3.1033","13",126,"GUARD"
"33173","Laura Burtnyk","MB (Burtnyk)","3.3077","3.1911","13",126,"GUARD"
"33174","Sara England","SK (Jones)","3.3846","3.1893","13",126,"GUARD"
"33175","Kaitlyn Jones","SK (Jones)","3.5833","3.1495","12",126,"GUARD"
"33176","Megan Kearley","NL (Godsland)","2.6667","3.0858","12",126,"GUARD"
"33177","Kristie Rogers","PE (Lenentine)","3.3333","3.2249","12",126,"GUARD"
"33178","Brenna Bilassy","AB (Streifel)","2.5455","3.0933","11",126,"GUARD"
"33179","Janique LeBlanc","NS (Clarke)","3.5000","3.1273","10",126,"GUARD"
"33180","Gabrielle Molloy","NL (Godsland)","2.9000","3.1232","10",126,"GUARD"
"33181","Brooke Godsland","NL (Godsland)","3.1000","3.1974","10",126,"GUARD"
"33182","Hailey Armstrong","ON (Armstrong)","3.4000","3.1135","10",126,"GUARD"
"33183","Hailey Ryan","MB (Burtnyk)","3.2000","3.188","10",126,"GUARD"
"33184","Michelle Taylor","NL (Godsland)","2.5556","3.1114","9",126,"GUARD"
"33185","Rayann Zerr","SK (Jones)","3.5556","3.0653","9",126,"GUARD"
"33186","Dezaray Hawes","BC (Brown)","3.1111","3.1827","9",126,"GUARD"
"33187","Megan Smith","NO (Burns)","3.2222","3.2175","9",126,"GUARD"
"33188","Krysta Burns","NO (Burns)","3.6250","3.2271","8",126,"GUARD"
"33189","Emily Matthews","YT (Meger)","1.7143","3.1237","7",126,"GUARD"
"33190","Lauren Lenentine","PE (Lenentine)","3.2857","3.2329","7",126,"GUARD"
"33191","Rebecca Cormier","MB (Burtnyk)","3.2857","3.1525","7",126,"GUARD"
"33192","Marika Van Osch","BC (Brown)","3.0000","3.2542","7",126,"GUARD"
"33193","Rachel O'Connor","PE (Lenentine)","2.5000","3.1243","6",126,"GUARD"
"33194","Sara Guy","NO (Burns)","2.6667","3.1091","6",126,"GUARD"
"33195","Isabelle Thiboutot","QC (Boisvert)","2.6000","3.1083","5",126,"GUARD"
"33196","Laura Masters","NO (Burns)","3.6000","3.0466","5",126,"GUARD"
"33197","Nicole Griffiths","NT (Walsh)","2.0000","2.9936","5",126,"GUARD"
"33198","Samantha Fisher","BC (Brown)","3.6000","3.1412","5",126,"GUARD"
"33199","Grace Holyoke","ON (Armstrong)","2.7500","2.9122","4",126,"GUARD"
"33200","Sara Oliver","MB (Burtnyk)","3.7500","3.2555","4",126,"GUARD"
"33201","Corryn Brown","BC (Brown)","2.5000","3.0286","4",126,"GUARD"
"33202","Danielle Hubbard","NB (Crook)","2.7500","3.0581","4",126,"GUARD"
"33203","Kayla Russell","NB (Crook)","2.7500","3.1272","4",126,"GUARD"
"33204","Christianne West","NU (Pinksen)","4.0000","3.2211","4",126,"GUARD"
"33205","Zoey Walsh","NT (Walsh)","2.5000","3.0647","4",126,"GUARD"
"33206","Emily Lloyd","NS (Clarke)","3.2500","3.1331","4",126,"GUARD"
"33207","Peyton L'Henaff","YT (Meger)","1.6667","2.9444","3",126,"GUARD"
"33208","Marie-Pier Dicaire","QC (Boisvert)","3.3333","3.0238","3",126,"GUARD"
"33209","Alyssa Meger","YT (Meger)","2.0000","3.1645","3",126,"GUARD"
"33210","Marcia Richardson","ON (Armstrong)","3.3333","3.1566","3",126,"GUARD"
"33211","Julie Squires-Rowe","NT (Walsh)","1.0000","2.8692","2",126,"GUARD"
"33212","Shantel Hutton","SK (Jones)","2.0000","3.1566","2",126,"GUARD"
"33213","Sadie Pinksen","NU (Pinksen)","3.5000","3.3173","2",126,"GUARD"
"33214","Katherine Lenoir","NT (Walsh)","2.0000","2.9925","2",126,"GUARD"
"33215","Zaria Netro","YT (Meger)","0.0000","3.1031","1",126,"GUARD"
"33216","Melicia Elizaga","NU (Pinksen)","1.0000","3.0044","1",126,"GUARD"
"33217","Sara Guy","NO (Burns)","3.4750","3.3677","40",126,"CLEARING"
"33218","Lindsay Dubue","ON (Armstrong)","3.6750","3.3562","40",126,"CLEARING"
"33219","Gabrielle Molloy","NL (Godsland)","3.3077","3.3503","39",126,"CLEARING"
"33220","Kate Goodhelpsen","AB (Streifel)","3.2813","3.3765","32",126,"CLEARING"
"33221","Dezaray Hawes","BC (Brown)","3.5517","3.3495","29",126,"CLEARING"
"33222","Rayann Zerr","SK (Jones)","3.2143","3.3533","28",126,"CLEARING"
"33223","Janique LeBlanc","NS (Clarke)","3.2143","3.331","28",126,"CLEARING"
"33224","Megan Smith","NO (Burns)","3.7778","3.445","27",126,"CLEARING"
"33225","Sara Oliver","MB (Burtnyk)","3.1905","3.274","21",126,"CLEARING"
"33226","Danielle Hubbard","NB (Crook)","3.0000","3.2831","20",126,"CLEARING"
"33227","Émilia Gagné","QC (Boisvert)","3.6842","3.3354","19",126,"CLEARING"
"33228","Megan Kearley","NL (Godsland)","2.3684","3.4205","19",126,"CLEARING"
"33229","Grace Holyoke","ON (Armstrong)","3.2941","3.4279","17",126,"CLEARING"
"33230","Marika Van Osch","BC (Brown)","3.6471","3.4089","17",126,"CLEARING"
"33231","Krysta Burns","NO (Burns)","3.9375","3.5687","16",126,"CLEARING"
"33232","Hailey Armstrong","ON (Armstrong)","3.7500","3.6123","16",126,"CLEARING"
"33233","Chantele Broderson","AB (Streifel)","3.4667","3.5097","15",126,"CLEARING"
"33234","Kaitlin MacDonald","NU (Pinksen)","2.2857","3.2505","14",126,"CLEARING"
"33235","Laura Guénard","QC (Boisvert)","3.5714","3.415","14",126,"CLEARING"
"33236","Karlee Burgess","NS (Clarke)","3.8462","3.3732","13",126,"CLEARING"
"33237","Kristen Streifel","AB (Streifel)","3.6667","3.576","12",126,"CLEARING"
"33238","Breanne Burgoyne","PE (Lenentine)","3.2500","3.3571","12",126,"CLEARING"
"33239","Lauren Lenentine","PE (Lenentine)","3.2727","3.5981","11",126,"CLEARING"
"33240","Julia Hunter","NB (Crook)","3.1818","3.3443","11",126,"CLEARING"
"33241","Kristie Rogers","PE (Lenentine)","3.1111","3.4805","9",126,"CLEARING"
"33242","Julie Squires-Rowe","NT (Walsh)","3.2222","3.3146","9",126,"CLEARING"
"33243","Hailey Ryan","MB (Burtnyk)","3.7778","3.377","9",126,"CLEARING"
"33244","Brooke Godsland","NL (Godsland)","2.6250","3.4923","8",126,"CLEARING"
"33245","Zoey Walsh","NT (Walsh)","3.0000","3.5281","8",126,"CLEARING"
"33246","Kristin Clarke","NS (Clarke)","3.7143","3.6424","7",126,"CLEARING"
"33247","Sara England","SK (Jones)","2.8571","3.4963","7",126,"CLEARING"
"33248","Nicole Griffiths","NT (Walsh)","1.0000","3.2353","7",126,"CLEARING"
"33249","Camille Boisvert","QC (Boisvert)","3.3333","3.548","6",126,"CLEARING"
"33250","Laura Burtnyk","MB (Burtnyk)","3.3333","3.5818","6",126,"CLEARING"
"33251","Samantha Crook","NB (Crook)","3.3333","3.5338","6",126,"CLEARING"
"33252","Corryn Brown","BC (Brown)","4.0000","3.5941","6",126,"CLEARING"
"33253","Kaitlyn Jones","SK (Jones)","4.0000","3.5355","6",126,"CLEARING"
"33254","Alyssa Meger","YT (Meger)","3.4000","3.4009","5",126,"CLEARING"
"33255","Christianne West","NU (Pinksen)","2.2000","3.3328","5",126,"CLEARING"
"33256","Emily Matthews","YT (Meger)","1.4000","3.2915","5",126,"CLEARING"
"33257","Peyton L'Henaff","YT (Meger)","2.0000","3.175","4",126,"CLEARING"
"33258","Sadie Pinksen","NU (Pinksen)","4.0000","3.4368","3",126,"CLEARING"
"33259","Samantha Fisher","BC (Brown)","2.5000","2.9316","2",126,"CLEARING"
"33260","Isabelle Thiboutot","QC (Boisvert)","4.0000","3.2842","1",126,"CLEARING"
