"","athlete","team","avg_pts","exp_pts","n","event_id","task"
"26969","LEE Ki-Bok","KOR (Kim)","2.6667","3.0491","3",21,"RAISE"
"26970","Christoffer SUNDGREN","SWE (Edin)","4.0000","3.0784","3",21,"RAISE"
"26971","Geoff Walker","CAN (Gushue)","2.3333","3.1156","3",21,"RAISE"
"26972","Koji NISATO","JPN (Aoki)","0.6667","2.9797","3",21,"RAISE"
"26973","KIM Min-Chan","KOR (Kim)","1.0000","2.8664","2",21,"RAISE"
"26974","Evgeny KLIMOV","RUS (Timofeev)","3.0000","3.0199","2",21,"RAISE"
"26975","Jan HESS","SUI (Pfister)","4.0000","2.9912","1",21,"RAISE"
"26976","Fabio RIBOTTA","ITA (Retornaz)","3.0000","3.0517","1",21,"RAISE"
"26977","ZOU Dejia","CHN (Zou)","2.1667","2.8754","6",21,"FREEZE"
"26978","Alexander BAUMANN","Germany","2.2500","2.9111","4",21,"FREEZE"
"26979","Alexey TIMOFEEV","RUS (Timofeev)","4.0000","2.8556","3",21,"FREEZE"
"26980","Steffen WALSTAD","NOR (Walstad)","2.0000","2.7974","2",21,"FREEZE"
"26981","Amos MOSANER","ITA (Retornaz)","0.5000","2.7263","2",21,"FREEZE"
"26982","Go AOKI","JPN (Aoki)","0.5000","2.7186","2",21,"FREEZE"
"26983","Bruce MOUAT","SCO (Mouat)","4.0000","2.9037","2",21,"FREEZE"
"26984","ZOU Qiang","CHN (Zou)","4.0000","2.9483","1",21,"FREEZE"
"26985","Niklas Edin","SWE (Edin)","4.0000","2.9199","1",21,"FREEZE"
"26986","Marc PFISTER","SUI (Pfister)","1.0000","2.7955","1",21,"FREEZE"
"26987","Brad Gushue","CAN (Gushue)","1.0000","2.8667","1",21,"FREEZE"
"26988","KIM Chang-Min","KOR (Kim)","4.0000","3.0208","1",21,"FREEZE"
"26989","Christoffer SUNDGREN","SWE (Edin)","2.5263","2.5764","19",21,"WICK"
"26990","Hammy MCMILLAN","SCO (Mouat)","2.8333","2.6621","18",21,"WICK"
"26991","Philip TILKER","USA (Ruohonen)","2.4444","2.6476","18",21,"WICK"
"26992","Carlo GLASBERGEN","NED (Van Dorp)","2.2000","2.6551","10",21,"WICK"
"26993","LEE Ki-Bok","KOR (Kim)","2.7500","2.6599","8",21,"WICK"
"26994","Magnus VAAGBERG","NOR (Walstad)","2.8750","2.6076","8",21,"WICK"
"26995","Evgeny KLIMOV","RUS (Timofeev)","1.2500","2.63","8",21,"WICK"
"26996","Sebastian SCHWEIZER","Germany","3.6667","2.6143","6",21,"WICK"
"26997","Geoff Walker","CAN (Gushue)","2.4000","2.5997","5",21,"WICK"
"26998","Sergey GLUKHOV","RUS (Timofeev)","3.0000","2.893","4",21,"WICK"
"26999","Magnus NEDREGOTTEN","NOR (Walstad)","3.5000","2.9274","4",21,"WICK"
"27000","SHAO Zhilin","CHN (Zou)","1.5000","2.6744","4",21,"WICK"
"27001","Simon GEMPELER","SUI (Pfister)","1.5000","2.6475","4",21,"WICK"
"27002","Yutaka AOYAMA","JPN (Aoki)","2.0000","2.6434","3",21,"WICK"
"27003","Fabio RIBOTTA","ITA (Retornaz)","4.0000","2.1732","3",21,"WICK"
"27004","Daniele FERRAZZA","ITA (Retornaz)","1.3333","2.7042","3",21,"WICK"
"27005","Rasmus Wranå","SWE (Edin)","3.5000","2.8658","2",21,"WICK"
"27006","Joel RETORNAZ","ITA (Retornaz)","4.0000","2.8917","1",21,"WICK"
"27007","Greg PERSINGER","USA (Ruohonen)","0.0000","2.4751","1",21,"WICK"
"27008","Raphael MAERKI","SUI (Pfister)","2.0000","2.6979","1",21,"WICK"
"27009","Markus HOEIBERG","NOR (Walstad)","4.0000","3.1889","1",21,"WICK"
"27010","Jaap VAN DORP","NED (Van Dorp)","2.0000","2.4445","1",21,"WICK"
"27011","Jan HESS","SUI (Pfister)","4.0000","2.6633","1",21,"WICK"
"27012","Manuel WALTER","Germany","4.0000","2.8694","1",21,"WICK"
"27013","Steffen WALSTAD","NOR (Walstad)","0.0000","2.8268","1",21,"WICK"
"27014","Brett GALLANT","CAN (Gushue)","4.0000","3.0411","1",21,"WICK"
"27015","Alexander Gallant","UNB","3.1429","3.0417","91",153,"DRAW"
"27016","Cameron Blair","WAT","2.9889","3.0863","90",153,"DRAW"
"27017","Christopher Kennedy","ALTA","3.2561","3.1556","82",153,"DRAW"
"27018","Jack Smeltzer","UNB","2.8209","2.7245","67",153,"DRAW"
"27019","John Willsey","WAT","3.0820","2.6995","61",153,"DRAW"
"27020","Rob Gordon","WPG","3.1864","2.9332","59",153,"DRAW"
"27021","Benjamin Hughes","BRK","3.0727","3.0097","55",153,"DRAW"
"27022","Nick Zachernuk","DAL","3.4906","3.1233","53",153,"DRAW"
"27023","Eric Fenech","RYE","3.0385","3.0294","52",153,"DRAW"
"27024","JT Ryan","WPG","2.8462","2.7507","52",153,"DRAW"
"27025","Trevor Crouse","UNB","3.0577","2.7979","52",153,"DRAW"
"27026","Ty Dilello","WPG","2.5294","2.7532","51",153,"DRAW"
"27027","Eric Bradey","BRK","2.7600","2.8397","50",153,"DRAW"
"27028","Karsten Sturmay","ALTA","3.3542","2.7796","48",153,"DRAW"
"27029","Robert Mayhew","DAL","3.1915","2.7307","47",153,"DRAW"
"27030","Grady Lamontagne","REG","2.9565","2.7227","46",153,"DRAW"
"27031","Kyle Doering","WPG","3.0444","2.7663","45",153,"DRAW"
"27032","Evan MacKnight","UNB","2.9091","2.7601","44",153,"DRAW"
"27033","Drew Springer","REG","2.6818","2.6848","44",153,"DRAW"
"27034","Jamie Waters","BRK","2.7907","2.7541","43",153,"DRAW"
"27035","Alex Champ","RYE","3.2683","2.7934","41",153,"DRAW"
"27036","Nicholas Lemieux","BRK","2.5750","2.7383","40",153,"DRAW"
"27037","Robert Currie","WAT","2.8333","2.7932","36",153,"DRAW"
"27038","Jonathan U.","RYE","2.8056","2.7661","36",153,"DRAW"
"27039","Zander Elmes","WAT","3.0000","2.7889","34",153,"DRAW"
"27040","Brody Blackwell","REG","3.0625","3.0225","32",153,"DRAW"
"27041","Tristan Steinke","ALTA","3.2188","2.8124","32",153,"DRAW"
"27042","Ryan Grabarczyk","REG","2.8710","2.7703","31",153,"DRAW"
"27043","Jason Ginter","ALTA","3.1935","2.7467","31",153,"DRAW"
"27044","Ryan Fayaz","RYE","2.8276","2.7794","29",153,"DRAW"
"27045","Michael Brophy","DAL","3.0000","2.7878","25",153,"DRAW"
"27046","Matthew Manuel","DAL","2.8750","2.8066","16",153,"DRAW"
"27047","Jaedon Miller","REG","2.7273","2.9444","11",153,"DRAW"
"27048","Douglas Thomson","BRK","2.6250","2.811","8",153,"DRAW"
"27049","Glenn Venance","ALTA","4.0000","3.1283","6",153,"DRAW"
"27050","JT Ryan","WPG","3.0794","3.0674","63",153,"TAKE-OUT"
"27051","Kyle Doering","WPG","3.2833","3.0811","60",153,"TAKE-OUT"
"27052","Alex Champ","RYE","3.0185","3.041","54",153,"TAKE-OUT"
"27053","John Willsey","WAT","3.3333","3.0686","54",153,"TAKE-OUT"
"27054","Jack Smeltzer","UNB","2.9423","3.0291","52",153,"TAKE-OUT"
"27055","Robert Mayhew","DAL","2.8654","3.0228","52",153,"TAKE-OUT"
"27056","Karsten Sturmay","ALTA","3.2308","3.1092","52",153,"TAKE-OUT"
"27057","Tristan Steinke","ALTA","3.5882","3.1444","51",153,"TAKE-OUT"
"27058","Robert Currie","WAT","3.2708","3.1062","48",153,"TAKE-OUT"
"27059","Trevor Crouse","UNB","3.1667","3.0719","48",153,"TAKE-OUT"
"27060","Zander Elmes","WAT","3.2500","3.0432","48",153,"TAKE-OUT"
"27061","Matthew Manuel","DAL","3.4348","3.1223","46",153,"TAKE-OUT"
"27062","Jamie Waters","BRK","2.7442","3.0708","43",153,"TAKE-OUT"
"27063","Drew Springer","REG","2.8140","2.9919","43",153,"TAKE-OUT"
"27064","Ryan Grabarczyk","REG","2.8140","3.1139","43",153,"TAKE-OUT"
"27065","Ryan Fayaz","RYE","3.1220","3.0598","41",153,"TAKE-OUT"
"27066","Eric Bradey","BRK","2.9024","3.0019","41",153,"TAKE-OUT"
"27067","Evan MacKnight","UNB","3.0541","3.0477","37",153,"TAKE-OUT"
"27068","Jason Ginter","ALTA","3.3514","3.0917","37",153,"TAKE-OUT"
"27069","Jonathan U.","RYE","2.8529","2.9948","34",153,"TAKE-OUT"
"27070","Michael Brophy","DAL","3.4545","3.0004","33",153,"TAKE-OUT"
"27071","Ty Dilello","WPG","3.1212","3.0468","33",153,"TAKE-OUT"
"27072","Grady Lamontagne","REG","3.1034","3.0679","29",153,"TAKE-OUT"
"27073","Nicholas Lemieux","BRK","2.8077","3.0182","26",153,"TAKE-OUT"
"27074","Christopher Kennedy","ALTA","3.3500","3.0798","20",153,"TAKE-OUT"
"27075","Nick Zachernuk","DAL","3.0500","3.0513","20",153,"TAKE-OUT"
"27076","Cameron Blair","WAT","2.8333","3.0853","18",153,"TAKE-OUT"
"27077","Rob Gordon","WPG","3.2941","3.0284","17",153,"TAKE-OUT"
"27078","Alexander Gallant","UNB","2.8571","3.0609","14",153,"TAKE-OUT"
"27079","Benjamin Hughes","BRK","3.0833","3.0152","12",153,"TAKE-OUT"
"27080","Eric Fenech","RYE","2.9091","3.0672","11",153,"TAKE-OUT"
"27081","Brody Blackwell","REG","3.6667","3.0251","6",153,"TAKE-OUT"
"27082","Douglas Thomson","BRK","3.6667","3.0456","3",153,"TAKE-OUT"
"27083","Glenn Venance","ALTA","3.3333","3.0989","3",153,"TAKE-OUT"
"27084","Jaedon Miller","REG","2.0000","3.0573","2",153,"TAKE-OUT"
"27085","Rob Gordon","WPG","3.7468","3.3834","79",153,"FRONT"
"27086","Brody Blackwell","REG","3.4000","3.3934","65",153,"FRONT"
"27087","Eric Fenech","RYE","3.7857","3.3856","56",153,"FRONT"
"27088","Alexander Gallant","UNB","3.5192","3.3723","52",153,"FRONT"
"27089","Benjamin Hughes","BRK","3.7255","3.3921","51",153,"FRONT"
"27090","Cameron Blair","WAT","3.3810","3.3753","42",153,"FRONT"
"27091","Nick Zachernuk","DAL","3.4722","3.3638","36",153,"FRONT"
"27092","Christopher Kennedy","ALTA","3.7083","3.3503","24",153,"FRONT"
"27093","Grady Lamontagne","REG","3.7500","3.4926","20",153,"FRONT"
"27094","Evan MacKnight","UNB","3.7222","3.509","18",153,"FRONT"
"27095","Ty Dilello","WPG","3.2500","3.4461","16",153,"FRONT"
"27096","Nicholas Lemieux","BRK","3.5333","3.3914","15",153,"FRONT"
"27097","Zander Elmes","WAT","3.5000","3.4574","14",153,"FRONT"
"27098","Jason Ginter","ALTA","3.7500","3.3926","12",153,"FRONT"
"27099","Jonathan U.","RYE","3.7000","3.5277","10",153,"FRONT"
"27100","Robert Currie","WAT","2.9000","3.4911","10",153,"FRONT"
"27101","Kyle Doering","WPG","3.9000","3.4681","10",153,"FRONT"
"27102","Ryan Grabarczyk","REG","3.7778","3.4726","9",153,"FRONT"
"27103","Tristan Steinke","ALTA","3.3750","3.3115","8",153,"FRONT"
"27104","Jamie Waters","BRK","3.3750","3.5039","8",153,"FRONT"
"27105","Jaedon Miller","REG","3.1429","3.3734","7",153,"FRONT"
"27106","Trevor Crouse","UNB","3.3333","3.4463","3",153,"FRONT"
"27107","Michael Brophy","DAL","4.0000","3.447","3",153,"FRONT"
"27108","Ryan Fayaz","RYE","4.0000","3.4165","2",153,"FRONT"
"27109","Douglas Thomson","BRK","2.5000","3.5223","2",153,"FRONT"
"27110","Glenn Venance","ALTA","4.0000","3.4128","2",153,"FRONT"
"27111","Drew Springer","REG","4.0000","3.3147","1",153,"FRONT"
"27112","John Willsey","WAT","4.0000","3.5469","1",153,"FRONT"
"27113","Matthew Manuel","DAL","3.0000","3.2156","1",153,"FRONT"
"27114","Karsten Sturmay","ALTA","4.0000","3.6009","1",153,"FRONT"
"27115","Robert Currie","WAT","3.0345","2.9266","29",153,"HIT-ROLL"
"27116","John Willsey","WAT","3.0800","2.8457","25",153,"HIT-ROLL"
"27117","Matthew Manuel","DAL","3.0455","2.9028","22",153,"HIT-ROLL"
"27118","Karsten Sturmay","ALTA","3.2273","2.896","22",153,"HIT-ROLL"
"27119","Trevor Crouse","UNB","2.3500","2.8562","20",153,"HIT-ROLL"
"27120","Jack Smeltzer","UNB","2.8889","2.7674","18",153,"HIT-ROLL"
"27121","Kyle Doering","WPG","3.2222","2.9095","18",153,"HIT-ROLL"
"27122","Ty Dilello","WPG","3.1111","2.8537","18",153,"HIT-ROLL"
"27123","Michael Brophy","DAL","3.2667","2.8261","15",153,"HIT-ROLL"
"27124","Evan MacKnight","UNB","2.2857","2.7975","14",153,"HIT-ROLL"
"27125","JT Ryan","WPG","3.3571","2.9782","14",153,"HIT-ROLL"
"27126","Jason Ginter","ALTA","2.8571","2.8255","14",153,"HIT-ROLL"
"27127","Jamie Waters","BRK","2.9286","2.8952","14",153,"HIT-ROLL"
"27128","Tristan Steinke","ALTA","3.3571","2.8837","14",153,"HIT-ROLL"
"27129","Zander Elmes","WAT","3.4615","2.8037","13",153,"HIT-ROLL"
"27130","Ryan Fayaz","RYE","3.2308","2.8747","13",153,"HIT-ROLL"
"27131","Alex Champ","RYE","2.9167","2.7334","12",153,"HIT-ROLL"
"27132","Grady Lamontagne","REG","2.2727","2.844","11",153,"HIT-ROLL"
"27133","Robert Mayhew","DAL","2.3636","2.8533","11",153,"HIT-ROLL"
"27134","Eric Bradey","BRK","2.6667","2.8902","9",153,"HIT-ROLL"
"27135","Ryan Grabarczyk","REG","3.0000","2.9491","8",153,"HIT-ROLL"
"27136","Nicholas Lemieux","BRK","2.2500","2.8191","8",153,"HIT-ROLL"
"27137","Drew Springer","REG","3.1429","2.8239","7",153,"HIT-ROLL"
"27138","Jonathan U.","RYE","3.2857","2.8055","7",153,"HIT-ROLL"
"27139","Christopher Kennedy","ALTA","4.0000","2.919","6",153,"HIT-ROLL"
"27140","Rob Gordon","WPG","3.5000","2.8109","6",153,"HIT-ROLL"
"27141","Nick Zachernuk","DAL","2.2000","2.8028","5",153,"HIT-ROLL"
"27142","Benjamin Hughes","BRK","3.2000","2.8748","5",153,"HIT-ROLL"
"27143","Cameron Blair","WAT","3.6667","2.7356","3",153,"HIT-ROLL"
"27144","Eric Fenech","RYE","4.0000","2.8216","3",153,"HIT-ROLL"
"27145","Douglas Thomson","BRK","2.0000","2.7695","1",153,"HIT-ROLL"
"27146","Glenn Venance","ALTA","3.0000","2.8068","1",153,"HIT-ROLL"
"27147","Alexander Gallant","UNB","4.0000","3.0107","1",153,"HIT-ROLL"
"27148","Kyle Doering","WPG","3.7000","3.3745","20",153,"GUARD"
"27149","Jonathan U.","RYE","3.5556","3.2583","18",153,"GUARD"
"27150","Evan MacKnight","UNB","3.2667","3.2522","15",153,"GUARD"
"27151","Ryan Grabarczyk","REG","3.0667","3.3009","15",153,"GUARD"
"27152","Ty Dilello","WPG","3.4000","3.3213","15",153,"GUARD"
"27153","Ryan Fayaz","RYE","3.4286","3.3","14",153,"GUARD"
"27154","Karsten Sturmay","ALTA","3.9286","3.3014","14",153,"GUARD"
"27155","Alex Champ","RYE","3.6667","3.2869","12",153,"GUARD"
"27156","Zander Elmes","WAT","3.2500","3.2244","12",153,"GUARD"
"27157","Trevor Crouse","UNB","3.3636","3.2888","11",153,"GUARD"
"27158","Jamie Waters","BRK","3.4000","3.2924","10",153,"GUARD"
"27159","JT Ryan","WPG","3.6000","3.2531","10",153,"GUARD"
"27160","Matthew Manuel","DAL","3.2000","3.3205","10",153,"GUARD"
"27161","Eric Bradey","BRK","3.6667","3.3318","9",153,"GUARD"
"27162","Jack Smeltzer","UNB","3.0000","3.2352","9",153,"GUARD"
"27163","Grady Lamontagne","REG","2.8889","3.243","9",153,"GUARD"
"27164","Drew Springer","REG","3.5556","3.3266","9",153,"GUARD"
"27165","Nick Zachernuk","DAL","3.3750","3.2475","8",153,"GUARD"
"27166","Tristan Steinke","ALTA","3.5714","3.2609","7",153,"GUARD"
"27167","Robert Mayhew","DAL","3.3333","3.274","6",153,"GUARD"
"27168","Michael Brophy","DAL","3.1667","3.2789","6",153,"GUARD"
"27169","Benjamin Hughes","BRK","3.5000","3.2158","6",153,"GUARD"
"27170","Alexander Gallant","UNB","2.8333","3.235","6",153,"GUARD"
"27171","John Willsey","WAT","3.0000","3.2632","6",153,"GUARD"
"27172","Robert Currie","WAT","3.6667","3.2338","6",153,"GUARD"
"27173","Cameron Blair","WAT","3.3333","3.1924","6",153,"GUARD"
"27174","Christopher Kennedy","ALTA","3.0000","3.2569","5",153,"GUARD"
"27175","Nicholas Lemieux","BRK","4.0000","3.2974","5",153,"GUARD"
"27176","Eric Fenech","RYE","4.0000","3.2333","4",153,"GUARD"
"27177","Jason Ginter","ALTA","4.0000","3.0814","2",153,"GUARD"
"27178","Douglas Thomson","BRK","0.0000","3.2661","1",153,"GUARD"
"27179","Glenn Venance","ALTA","3.0000","3.2569","1",153,"GUARD"
"27180","Rob Gordon","WPG","4.0000","3.2569","1",153,"GUARD"
"27181","Jason Ginter","ALTA","3.8276","3.4552","58",153,"CLEARING"
"27182","Zander Elmes","WAT","3.4043","3.4566","47",153,"CLEARING"
"27183","Tristan Steinke","ALTA","3.6429","3.5451","42",153,"CLEARING"
"27184","Michael Brophy","DAL","3.7381","3.4569","42",153,"CLEARING"
"27185","Evan MacKnight","UNB","3.1250","3.4344","32",153,"CLEARING"
"27186","Robert Currie","WAT","3.5484","3.4995","31",153,"CLEARING"
"27187","Matthew Manuel","DAL","3.3200","3.5222","25",153,"CLEARING"
"27188","Ty Dilello","WPG","3.6667","3.4698","24",153,"CLEARING"
"27189","Jonathan U.","RYE","3.0000","3.4645","21",153,"CLEARING"
"27190","JT Ryan","WPG","4.0000","3.7595","17",153,"CLEARING"
"27191","Ryan Fayaz","RYE","3.5000","3.491","16",153,"CLEARING"
"27192","Kyle Doering","WPG","4.0000","3.5426","16",153,"CLEARING"
"27193","Karsten Sturmay","ALTA","4.0000","3.7221","14",153,"CLEARING"
"27194","Trevor Crouse","UNB","3.6364","3.5321","11",153,"CLEARING"
"27195","Nicholas Lemieux","BRK","3.3636","3.4396","11",153,"CLEARING"
"27196","Grady Lamontagne","REG","3.4000","3.4181","10",153,"CLEARING"
"27197","John Willsey","WAT","4.0000","3.7706","10",153,"CLEARING"
"27198","Drew Springer","REG","4.0000","3.8429","7",153,"CLEARING"
"27199","Robert Mayhew","DAL","4.0000","3.7231","7",153,"CLEARING"
"27200","Alex Champ","RYE","4.0000","3.6802","7",153,"CLEARING"
"27201","Eric Bradey","BRK","4.0000","3.7028","5",153,"CLEARING"
"27202","Ryan Grabarczyk","REG","3.8000","3.5473","5",153,"CLEARING"
"27203","Christopher Kennedy","ALTA","4.0000","2.9485","3",153,"CLEARING"
"27204","Jamie Waters","BRK","2.6667","3.4567","3",153,"CLEARING"
"27205","Glenn Venance","ALTA","4.0000","3.4753","3",153,"CLEARING"
"27206","Eric Fenech","RYE","4.0000","2.9221","1",153,"CLEARING"
"27207","Cameron Blair","WAT","3.0000","2.772","1",153,"CLEARING"
"27208","Brody Blackwell","REG","4.0000","2.8459","1",153,"CLEARING"
"27209","Nick Zachernuk","DAL","3.0000","2.7363","1",153,"CLEARING"
"27210","Rob Gordon","WPG","4.0000","2.7582","1",153,"CLEARING"
"27211","Matthew Manuel","DAL","3.3125","2.6815","16",153,"DOUBLE"
"27212","Trevor Crouse","UNB","2.2857","2.6597","14",153,"DOUBLE"
"27213","Jack Smeltzer","UNB","1.8182","2.4903","11",153,"DOUBLE"
"27214","Ryan Fayaz","RYE","3.1818","2.6507","11",153,"DOUBLE"
"27215","Ty Dilello","WPG","3.2000","2.6787","10",153,"DOUBLE"
"27216","Robert Mayhew","DAL","2.8000","2.6935","10",153,"DOUBLE"
"27217","Tristan Steinke","ALTA","3.0000","2.7037","9",153,"DOUBLE"
"27218","JT Ryan","WPG","3.2222","2.5172","9",153,"DOUBLE"
"27219","Michael Brophy","DAL","2.6667","2.7052","9",153,"DOUBLE"
"27220","Eric Bradey","BRK","2.4286","2.2544","7",153,"DOUBLE"
"27221","Ryan Grabarczyk","REG","2.4286","2.7582","7",153,"DOUBLE"
"27222","Drew Springer","REG","1.7143","2.4675","7",153,"DOUBLE"
"27223","Nicholas Lemieux","BRK","3.1429","2.7291","7",153,"DOUBLE"
"27224","Robert Currie","WAT","3.0000","2.7368","6",153,"DOUBLE"
"27225","John Willsey","WAT","3.3333","2.6991","6",153,"DOUBLE"
"27226","Zander Elmes","WAT","2.6667","2.7448","6",153,"DOUBLE"
"27227","Jason Ginter","ALTA","2.6667","2.734","6",153,"DOUBLE"
"27228","Evan MacKnight","UNB","2.2000","2.6498","5",153,"DOUBLE"
"27229","Karsten Sturmay","ALTA","2.4000","2.5684","5",153,"DOUBLE"
"27230","Alex Champ","RYE","2.0000","2.3037","5",153,"DOUBLE"
"27231","Jamie Waters","BRK","2.2500","2.7056","4",153,"DOUBLE"
"27232","Jonathan U.","RYE","2.7500","2.6977","4",153,"DOUBLE"
"27233","Kyle Doering","WPG","4.0000","2.7739","4",153,"DOUBLE"
"27234","Grady Lamontagne","REG","3.0000","2.6777","3",153,"DOUBLE"
"27235","Eric Fenech","RYE","1.0000","2.6528","2",153,"DOUBLE"
"27236","Cameron Blair","WAT","3.0000","2.7595","2",153,"DOUBLE"
"27237","Christopher Kennedy","ALTA","1.5000","2.8082","2",153,"DOUBLE"
"27238","Benjamin Hughes","BRK","4.0000","3.049","1",153,"DOUBLE"
"27239","Alexander Gallant","UNB","4.0000","2.7362","1",153,"DOUBLE"
"27240","Douglas Thomson","BRK","0.0000","2.6748","1",153,"DOUBLE"
"27241","Rob Gordon","WPG","4.0000","3.0611","1",153,"DOUBLE"
"27242","Glenn Venance","ALTA","2.0000","3.1057","1",153,"DOUBLE"
"27243","Drew Springer","REG","1.8889","2.4707","9",153,"RAISE"
"27244","Ty Dilello","WPG","3.1250","2.7923","8",153,"RAISE"
"27245","Eric Bradey","BRK","1.6250","2.3567","8",153,"RAISE"
"27246","Ryan Grabarczyk","REG","2.8750","2.7574","8",153,"RAISE"
"27247","Jack Smeltzer","UNB","2.4286","2.5275","7",153,"RAISE"
"27248","Trevor Crouse","UNB","2.2857","2.7529","7",153,"RAISE"
"27249","Ryan Fayaz","RYE","2.1667","2.7579","6",153,"RAISE"
"27250","Karsten Sturmay","ALTA","3.6667","2.5201","6",153,"RAISE"
"27251","John Willsey","WAT","2.1667","2.5705","6",153,"RAISE"
"27252","Nicholas Lemieux","BRK","3.4000","2.7434","5",153,"RAISE"
"27253","Robert Currie","WAT","3.0000","2.8845","5",153,"RAISE"
"27254","Alex Champ","RYE","1.5000","2.4952","4",153,"RAISE"
"27255","Nick Zachernuk","DAL","2.7500","2.7536","4",153,"RAISE"
"27256","Michael Brophy","DAL","1.5000","2.7793","4",153,"RAISE"
"27257","Cameron Blair","WAT","2.0000","2.8322","4",153,"RAISE"
"27258","JT Ryan","WPG","2.0000","2.4313","4",153,"RAISE"
"27259","Jason Ginter","ALTA","3.0000","2.8349","4",153,"RAISE"
"27260","Tristan Steinke","ALTA","1.6667","2.737","3",153,"RAISE"
"27261","Evan MacKnight","UNB","1.6667","2.7451","3",153,"RAISE"
"27262","Jamie Waters","BRK","2.6667","2.8853","3",153,"RAISE"
"27263","Christopher Kennedy","ALTA","2.3333","2.72","3",153,"RAISE"
"27264","Alexander Gallant","UNB","3.0000","2.7333","3",153,"RAISE"
"27265","Grady Lamontagne","REG","3.5000","2.7826","2",153,"RAISE"
"27266","Robert Mayhew","DAL","4.0000","2.8817","2",153,"RAISE"
"27267","Jonathan U.","RYE","1.5000","2.9008","2",153,"RAISE"
"27268","Rob Gordon","WPG","2.5000","2.7731","2",153,"RAISE"
"27269","Kyle Doering","WPG","4.0000","2.759","2",153,"RAISE"
"27270","Benjamin Hughes","BRK","4.0000","2.6939","1",153,"RAISE"
"27271","Zander Elmes","WAT","3.0000","2.8584","1",153,"RAISE"
"27272","Brody Blackwell","REG","2.0000","2.8657","1",153,"RAISE"
"27273","Matthew Manuel","DAL","2.0000","2.7993","1",153,"RAISE"
"27274","Eric Fenech","RYE","4.0000","2.8471","1",153,"RAISE"
"27275","Ryan Grabarczyk","REG","1.6667","2.6162","6",153,"FREEZE"
"27276","Jamie Waters","BRK","3.1667","2.7337","6",153,"FREEZE"
"27277","Rob Gordon","WPG","4.0000","2.7794","6",153,"FREEZE"
"27278","Eric Bradey","BRK","3.2000","2.6957","5",153,"FREEZE"
"27279","Drew Springer","REG","2.0000","2.6587","5",153,"FREEZE"
"27280","Brody Blackwell","REG","3.0000","2.7892","5",153,"FREEZE"
"27281","Nick Zachernuk","DAL","3.6000","2.8131","5",153,"FREEZE"
"27282","Karsten Sturmay","ALTA","3.2000","2.6895","5",153,"FREEZE"
"27283","Robert Currie","WAT","3.8000","2.7385","5",153,"FREEZE"
"27284","Ryan Fayaz","RYE","2.0000","2.7123","4",153,"FREEZE"
"27285","Jonathan U.","RYE","3.2500","2.8442","4",153,"FREEZE"
"27286","Trevor Crouse","UNB","3.0000","2.7115","4",153,"FREEZE"
"27287","Alexander Gallant","UNB","1.5000","2.8314","4",153,"FREEZE"
"27288","Evan MacKnight","UNB","3.0000","2.7813","4",153,"FREEZE"
"27289","Benjamin Hughes","BRK","2.6667","2.7756","3",153,"FREEZE"
"27290","Ty Dilello","WPG","3.6667","2.6887","3",153,"FREEZE"
"27291","Kyle Doering","WPG","2.0000","2.66","3",153,"FREEZE"
"27292","JT Ryan","WPG","3.3333","2.7069","3",153,"FREEZE"
"27293","Tristan Steinke","ALTA","3.5000","2.6011","2",153,"FREEZE"
"27294","Jason Ginter","ALTA","3.0000","2.8286","2",153,"FREEZE"
"27295","Grady Lamontagne","REG","2.0000","2.7779","2",153,"FREEZE"
"27296","Cameron Blair","WAT","2.0000","2.7747","2",153,"FREEZE"
"27297","Michael Brophy","DAL","2.0000","2.8133","1",153,"FREEZE"
"27298","Zander Elmes","WAT","3.0000","2.8566","1",153,"FREEZE"
"27299","Eric Fenech","RYE","4.0000","2.8247","1",153,"FREEZE"
"27300","Matthew Manuel","DAL","0.0000","2.6232","1",153,"FREEZE"
"27301","John Willsey","WAT","4.0000","2.7098","1",153,"FREEZE"
"27302","Alex Champ","RYE","3.0000","2.5507","1",153,"FREEZE"
"27303","Nicholas Lemieux","BRK","4.0000","2.654","1",153,"FREEZE"
"27304","Jack Smeltzer","UNB","4.0000","2.6964","1",153,"FREEZE"
"27305","Christopher Kennedy","ALTA","4.0000","2.9806","1",153,"FREEZE"
"27306","Eric Fenech","RYE","1.8000","2.0919","5",153,"WICK"
"27307","Christopher Kennedy","ALTA","3.2500","2.201","4",153,"WICK"
"27308","Cameron Blair","WAT","2.5000","2.064","4",153,"WICK"
"27309","Glenn Venance","ALTA","3.0000","2.1105","2",153,"WICK"
"27310","Brody Blackwell","REG","1.5000","2.1113","2",153,"WICK"
"27311","Nick Zachernuk","DAL","2.0000","2.1105","2",153,"WICK"
"27312","Rob Gordon","WPG","4.0000","2.1161","2",153,"WICK"
"27313","Nicholas Umbach","DOU","3.1348","3.0978","89",155,"DRAW"
"27314","Brady St. Louis","FAN","3.2125","3.0902","80",155,"DRAW"
"27315","Sam Stephenson","NAI","3.0779","3.0643","77",155,"DRAW"
"27316","Trygg Jensen","NAI","2.8649","2.7419","74",155,"DRAW"
"27317","David Cressman","NIA","3.0149","3.0473","67",155,"DRAW"
"27318","Samuel Steep","NIA","2.9048","2.7948","63",155,"DRAW"
"27319","Jonah Tobinski","NAI","2.8333","2.7567","60",155,"DRAW"
"27320","Charlie Richard","FAN","2.7458","2.7427","59",155,"DRAW"
